CONCEPT_ROOT_NODE,container,device,information,code,display,storage_device,fabric,artifact,peripheral,table,module,software,hardware,operation,cylinder,list
case
container,case,box,package
adapter
device,adapter,converter,keyboard,drive,tool,machine
background
information,background,data
data,information
software,program,upgrade
code,software
monitor
display,monitor,sight
box
storage_device,box
converter
keyboard
string
fiber,string
fabric,fiber
drive
knife
tool,knife
artifact,device
printer
peripheral,printer
machine,printer
lectern
table,lectern
sight
interface
program,interface
cartridge
module,cartridge
upgrade
hardware,upgrade
support
operation,support
bundle
package,bundle
roll
cylinder,roll
list,roll
