SOURCE,RELATION,TARGET,CATEGORY_CODE,CATEGORY_NAME,IS_CONNECTED_TO_ROOT,
container,HN,case,43211511,Wearable computing devices,true
protection,HN,case,43211511,Wearable computing devices,true
protection,HN,bumper,43211511,Wearable computing devices,true
furniture,HN,stand,43211511,Wearable computing devices,true
table,HN,stand,43211511,Wearable computing devices,true
handle,HN,strap,43211511,Wearable computing devices,true
hanger,HN,strap,43211511,Wearable computing devices,true
fastener,HN,clip,43211511,Wearable computing devices,true
device,HN,sensor,43211511,Wearable computing devices,true
device,HN,cradle,43211511,Wearable computing devices,true
clock,HN,wristwatch,43211511,Wearable computing devices,true
gear,SN,gearing,43211511,Wearable computing devices,true
gearing,SN,gear,43211511,Wearable computing devices,false
platform,HN,dock,43211511,Wearable computing devices,true
platform,SN,podium,43211511,Wearable computing devices,true
podium,SN,platform,43211511,Wearable computing devices,false
activity,HN,tracker,43211511,Wearable computing devices,true
timer,HN,stopwatch,43211511,Wearable computing devices,true
time,HN,wristwatch,43211511,Wearable computing devices,true
time,SN,period,43211511,Wearable computing devices,true
period,SN,time,43211511,Wearable computing devices,false
instrument,HN,pedometer,43211511,Wearable computing devices,true
strip,HN,strap,43211511,Wearable computing devices,true
watch,HN,wristwatch,43211511,Wearable computing devices,true
clock,HN,stopwatch,43211511,Wearable computing devices,true
time,HN,stopwatch,43211511,Wearable computing devices,true
watch,HN,stopwatch,43211511,Wearable computing devices,true
activity,HN,pedometer,43211511,Wearable computing devices,true
device,HN,pedometer,43211511,Wearable computing devices,true
