SOURCE,RELATION,TARGET,CATEGORY_CODE,CATEGORY_NAME,IS_CONNECTED_TO_ROOT,
connection,HN,series,43211501,Computer servers,true
connection,SN,joining,43211501,Computer servers,true
joining,SN,connection,43211501,Computer servers,false
order,HN,series,43211501,Computer servers,true
order,SN,decree,43211501,Computer servers,true
decree,SN,order,43211501,Computer servers,false
group,HN,series,43211501,Computer servers,true
group,SN,band,43211501,Computer servers,true
band,SN,group,43211501,Computer servers,false
telegram,HN,cable,43211501,Computer servers,true
telegram,SN,wire,43211501,Computer servers,true
wire,SN,telegram,43211501,Computer servers,false
conductor,HN,cable,43211501,Computer servers,true
device,HN,cable,43211501,Computer servers,true
device,SN,scheme,43211501,Computer servers,true
device,HN,drive,43211501,Computer servers,true
device,HN,fan,43211501,Computer servers,true
device,HN,router,43211501,Computer servers,true
scheme,SN,device,43211501,Computer servers,false
chord,HN,cable,43211501,Computer servers,true
chord,SN,harmonize,43211501,Computer servers,true
harmonize,SN,chord,43211501,Computer servers,false
auditory_communication,HN,audio,43211501,Computer servers,true
component,HN,audio,43211501,Computer servers,true
component,SN,part,43211501,Computer servers,true
component,HN,module,43211501,Computer servers,true
part,SN,component,43211501,Computer servers,false
quantity,HN,bracket,43211501,Computer servers,true
quantity,SN,measure,43211501,Computer servers,true
measure,SN,quantity,43211501,Computer servers,false
sett,HN,bracket,43211501,Computer servers,true
sett,SN,cobble,43211501,Computer servers,true
cobble,SN,sett,43211501,Computer servers,false
punctuation,HN,bracket,43211501,Computer servers,true
support,HN,bracket,43211501,Computer servers,true
support,SN,confirm,43211501,Computer servers,true
confirm,SN,support,43211501,Computer servers,false
assault,HN,battery,43211501,Computer servers,true
assault,SN,rape,43211501,Computer servers,true
rape,SN,assault,43211501,Computer servers,false
electrical_device,HN,battery,43211501,Computer servers,true
electrical_device,HN,router,43211501,Computer servers,true
collection,HN,battery,43211501,Computer servers,true
collection,SN,solicitation,43211501,Computer servers,true
solicitation,SN,collection,43211501,Computer servers,false
teem,HN,battery,43211501,Computer servers,true
teem,SN,pour,43211501,Computer servers,true
pour,SN,teem,43211501,Computer servers,false
profession,HN,technology,43211501,Computer servers,true
equipment,HN,technology,43211501,Computer servers,true
application,HN,technology,43211501,Computer servers,true
application,SN,software,43211501,Computer servers,true
application,SN,application_program,43211501,Computer servers,true
software,SN,application,43211501,Computer servers,false
machinery,HN,technology,43211501,Computer servers,true
application_program,HN,module,43211501,Computer servers,true
application_program,SN,application,43211501,Computer servers,true
computer_circuit,HN,module,43211501,Computer servers,true
fare,HN,board,43211501,Computer servers,true
fare,SN,do,43211501,Computer servers,true
do,SN,fare,43211501,Computer servers,false
surface,HN,board,43211501,Computer servers,true
surface,SN,coat,43211501,Computer servers,true
coat,SN,surface,43211501,Computer servers,false
dashboard,HN,board,43211501,Computer servers,true
dashboard,SN,splashboard,43211501,Computer servers,true
splashboard,SN,dashboard,43211501,Computer servers,false
sheet,HN,board,43211501,Computer servers,true
sheet,SN,plane,43211501,Computer servers,true
plane,SN,sheet,43211501,Computer servers,false
paper,HN,card,43211501,Computer servers,true
paper,SN,newspaper,43211501,Computer servers,true
