SOURCE,RELATION,TARGET,CATEGORY_CODE,CATEGORY_NAME,IS_CONNECTED_TO_ROOT,
body_part,HN,dock,432120,Computer display accessories,true
enclosure,HN,dock,432120,Computer display accessories,true
moor,HN,dock,432120,Computer display accessories,true
land,HN,dock,432120,Computer display accessories,true
land,SN,country,432120,Computer display accessories,true
country,SN,land,432120,Computer display accessories,false
platform,HN,dock,432120,Computer display accessories,true
platform,SN,podium,432120,Computer display accessories,true
podium,SN,platform,432120,Computer display accessories,false
device,HN,converter,432120,Computer display accessories,true
gender,HN,male,432120,Computer display accessories,true
gender,SN,sex,432120,Computer display accessories,true
sex,SN,gender,432120,Computer display accessories,false
person,HN,male,432120,Computer display accessories,true
sect,HN,male,432120,Computer display accessories,true
sect,SN,faction,432120,Computer display accessories,true
faction,SN,sect,432120,Computer display accessories,false
living_thing,HN,male,432120,Computer display accessories,true
animal,HN,male,432120,Computer display accessories,true
animal,SN,beast,432120,Computer display accessories,true
beast,SN,animal,432120,Computer display accessories,false
arrival,HN,docking,432120,Computer display accessories,true
computer_programmer,HN,programmer,432120,Computer display accessories,true
instrumentality,HN,connector,432120,Computer display accessories,true
color,HN,black,432120,Computer display accessories,true
color,SN,semblance,432120,Computer display accessories,true
semblance,SN,color,432120,Computer display accessories,false
man,HN,black,432120,Computer display accessories,true
man,SN,world,432120,Computer display accessories,true
world,SN,man,432120,Computer display accessories,false
achromatic_color,HN,black,432120,Computer display accessories,true
video_game,HN,black,432120,Computer display accessories,true
video_game,SN,computer_game,432120,Computer display accessories,true
computer_game,SN,video_game,432120,Computer display accessories,false
clothe,HN,black,432120,Computer display accessories,true
clothe,SN,dress,432120,Computer display accessories,true
dress,SN,clothe,432120,Computer display accessories,false
causal_agent,HN,power,432120,Computer display accessories,true
rate,HN,power,432120,Computer display accessories,true
rate,SN,pace,432120,Computer display accessories,true
pace,SN,rate,432120,Computer display accessories,false
quality,HN,power,432120,Computer display accessories,true
quality,SN,timbre,432120,Computer display accessories,true
quality,HN,air,432120,Computer display accessories,true
timbre,SN,quality,432120,Computer display accessories,false
position,HN,station,432120,Computer display accessories,true
position,SN,side,432120,Computer display accessories,true
side,SN,position,432120,Computer display accessories,true
side,HN,rear,432120,Computer display accessories,true
side,SN,English,432120,Computer display accessories,true
facility,HN,station,432120,Computer display accessories,true
facility,SN,adeptness,432120,Computer display accessories,true
adeptness,SN,facility,432120,Computer display accessories,false
pain,HN,smart,432120,Computer display accessories,true
pain,SN,annoyance,432120,Computer display accessories,true
annoyance,SN,pain,432120,Computer display accessories,false
company,HN,smart,432120,Computer display accessories,true
company,SN,caller,432120,Computer display accessories,true
company,HN,access,432120,Computer display accessories,true
caller,SN,company,432120,Computer display accessories,false
display,HN,monitor,432120,Computer display accessories,true
display,SN,expose,432120,Computer display accessories,true
expose,SN,display,432120,Computer display accessories,false
center,HN,hub,432120,Computer display accessories,true
center,SN,plaza,432120,Computer display accessories,true
plaza,SN,center,432120,Computer display accessories,false
part,HN,hub,432120,Computer display accessories,true
part,SN,separate,432120,Computer display accessories,true
separate,SN,part,432120,Computer display accessories,false
artifact,HN,tablet,432120,Computer display accessories,true
cake,HN,tablet,432120,Computer display accessories,true
cake,SN,patty,432120,Computer display accessories,true
patty,SN,cake,432120,Computer display accessories,false
slab,HN,tablet,432120,Computer display accessories,true
display_adapter,HN,adapter,432120,Computer display accessories,true
open,HN,port,432120,Computer display accessories,true
open,SN,accessible,432120,Computer display accessories,true
accessible,SN,open,432120,Computer display accessories,false
achromatism,HN,air,432120,Computer display accessories,true
achromatism,SN,colorlessness,432120,Computer display accessories,true
colorlessness,SN,achromatism,432120,Computer display accessories,false
element,HN,air,432120,Computer display accessories,true
element,SN,component,432120,Computer display accessories,true
component,SN,element,432120,Computer display accessories,false
gas,HN,air,432120,Computer display accessories,true
gas,SN,accelerator,432120,Computer display accessories,true
accelerator,SN,gas,432120,Computer display accessories,false
ga,HN,air,432120,Computer display accessories,true
ga,SN,Georgia,432120,Computer display accessories,true
Georgia,SN,ga,432120,Computer display accessories,false
medium,HN,air,432120,Computer display accessories,true
medium,SN,culture_medium,432120,Computer display accessories,true
culture_medium,SN,medium,432120,Computer display accessories,false
mixture,HN,air,432120,Computer display accessories,true
mixture,SN,assortment,432120,Computer display accessories,true
assortment,SN,mixture,432120,Computer display accessories,false
band,HN,air,432120,Computer display accessories,true
band,SN,isthmus,432120,Computer display accessories,true
isthmus,SN,band,432120,Computer display accessories,false
region,HN,air,432120,Computer display accessories,true
region,SN,area,432120,Computer display accessories,true
area,SN,region,432120,Computer display accessories,false
English,SN,side,432120,Computer display accessories,false
formation,HN,rear,432120,Computer display accessories,true
formation,SN,constitution,432120,Computer display accessories,true
constitution,SN,formation,432120,Computer display accessories,false
container,HN,bag,432120,Computer display accessories,true
container,SN,cargo_container,432120,Computer display accessories,true
cargo_container,SN,container,432120,Computer display accessories,false
indefinite_quantity,HN,bag,432120,Computer display accessories,true
baggage,HN,bag,432120,Computer display accessories,true
baggage,SN,luggage,432120,Computer display accessories,true
luggage,SN,baggage,432120,Computer display accessories,false
unpleasant_woman,HN,bag,432120,Computer display accessories,true
application_program,HN,emulator,432120,Computer display accessories,true
application_program,SN,application,432120,Computer display accessories,true
application,SN,application_program,432120,Computer display accessories,false
away,HN,access,432120,Computer display accessories,true
away,SN,aside,432120,Computer display accessories,true
aside,SN,away,432120,Computer display accessories,false
approach,HN,access,432120,Computer display accessories,true
